@RELATION svm_clf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE class {pop,metal,disco,blues,reggae,classical,rock,hiphop,country,jazz}

@DATA
0.066284,0.038454,3.148457,0.176163,0.225447,0.538180,0.006546,0.100935,-24.075461,2.398183,0.582660,0.621753,0.090553,0.265424,0.044209,0.217378,-0.030695,0.127595,0.040813,0.075112,0.110893,-0.325944,0.068002,-0.092319,-0.004757,-0.006224,-0.001202,0.010163,-0.017043,0.004363,-0.022772,-0.006529,-0.014381,0.024114,-0.003271,0.016727,-0.005543,0.006850,0.012701,0.009319,-0.018325,-0.004185,0.001114,0.009718,0.003261,0.079887,0.006347,0.025909,0.012753,0.072175,0.002211,0.003970,0.018527,0.045814,0.001761,0.037562,0.040288,0.019385,0.128802,0.061328,0.038766,0.372268,0.005003,0.086892,0.932126,0.485412,0.342581,0.303461,0.259580,0.252102,0.234661,0.195679,0.241973,0.209806,0.207762,0.241062,0.215226,0.101045,0.089767,0.064495,0.063629,0.049038,0.050300,0.041023,0.040862,0.043194,0.034091,0.037092,0.033871,0.034994,0.031728,0.034297,0.029761,0.028228,0.030659,0.025287,0.023664,0.020715,0.021037,0.009721,0.004156,0.039064,0.008268,0.017190,0.011899,0.047393,0.002295,0.004182,0.014128,0.026463,0.002491,0.010484,pop
0.087221,0.013127,3.240837,0.192078,0.227816,0.668812,0.006191,0.129401,-25.769839,2.075463,-0.867109,-0.216950,-0.349063,-0.447703,-0.308647,0.013659,0.086047,0.113046,-0.063569,-0.180175,-0.095313,-0.134632,-0.219227,0.147979,-0.072497,0.019378,-0.053163,-0.017703,0.010863,-0.029195,-0.025391,0.022377,-0.026173,-0.002336,0.030575,-0.019135,-0.000440,0.014400,-0.010892,-0.003271,0.002433,0.012064,0.012128,0.024595,0.024837,0.023330,0.010168,0.011733,0.021888,0.010611,0.001982,0.007749,0.008861,0.038311,0.013473,0.028284,0.031793,0.007732,0.059003,0.040352,0.024877,0.283045,0.004500,0.066035,0.658208,0.449679,0.366021,0.304751,0.226453,0.238242,0.254493,0.248639,0.260459,0.253615,0.223164,0.224508,0.208060,0.063053,0.054423,0.038460,0.054988,0.040338,0.039958,0.037982,0.034990,0.031958,0.032825,0.035526,0.036621,0.032594,0.029591,0.025204,0.027768,0.026544,0.021317,0.019737,0.018178,0.017204,0.017559,0.019096,0.014102,0.014383,0.010706,0.015032,0.015209,0.007800,0.002052,0.007165,0.008689,0.022527,0.011833,0.010104,pop
0.126049,0.031753,3.199711,0.237532,0.239763,1.186031,0.004596,0.216960,-23.038646,1.399958,0.278069,0.465444,0.039706,0.057979,-0.019032,0.012066,-0.046614,0.012342,0.173900,0.078907,-0.064429,-0.123349,-0.056280,-0.074450,-0.036179,0.000435,-0.036126,-0.004472,-0.009976,-0.009532,-0.005414,0.007633,-0.001684,0.017831,-0.023475,-0.006296,0.021840,0.004569,-0.001613,0.008822,-0.004211,0.008750,-0.017415,0.014525,0.004380,0.031161,0.010704,0.018351,0.008460,0.047204,0.002205,0.010018,0.016099,0.029872,0.003738,0.022018,0.046605,0.015768,0.129512,0.052801,0.031711,0.414303,0.002654,0.116917,0.800829,0.459078,0.331371,0.312853,0.284570,0.267422,0.276785,0.255945,0.256292,0.273828,0.249991,0.237714,0.229277,0.100680,0.099472,0.072827,0.070398,0.056986,0.049513,0.043383,0.050611,0.046394,0.041204,0.041314,0.047154,0.038853,0.034094,0.039242,0.038164,0.032201,0.030988,0.027129,0.028327,0.025053,0.025912,0.012864,0.005152,0.022429,0.010722,0.013928,0.010274,0.032263,0.003504,0.011595,0.013334,0.021707,0.005697,0.009659,pop
0.051718,0.032700,3.111721,0.191577,0.259778,0.298943,0.008102,0.066041,-25.483879,2.940211,0.629482,0.403901,0.212185,0.346708,0.146623,0.030526,-0.068760,-0.146956,0.002401,0.114959,0.117878,-0.416599,0.154770,-0.060066,0.014672,-0.028831,0.025911,-0.005499,-0.012074,-0.015865,0.028400,-0.029092,0.031788,0.004327,-0.037216,0.040885,-0.027446,0.016422,-0.001073,0.000513,0.005118,0.002620,0.002481,0.007289,0.000958,0.076680,0.009740,0.043459,0.012524,0.144705,0.000439,0.002215,0.004858,0.041440,0.000913,0.056851,0.036413,0.022258,0.139799,0.070963,0.037493,0.319757,0.007271,0.096146,1.189331,0.573155,0.386246,0.315751,0.257582,0.252202,0.238798,0.241311,0.229865,0.236379,0.219400,0.227090,0.220398,0.077766,0.069581,0.043821,0.059433,0.041178,0.042591,0.032210,0.036455,0.035389,0.033893,0.031279,0.031174,0.029270,0.029863,0.026726,0.025077,0.029273,0.030344,0.027295,0.021723,0.017577,0.017861,0.008918,0.001553,0.038640,0.012019,0.028790,0.012798,0.062907,0.000701,0.002546,0.005052,0.025429,0.001390,0.012761,pop
0.088006,0.037533,3.152220,0.183534,0.210413,0.840582,0.006111,0.136273,-22.694961,1.682992,0.054503,0.522948,-0.005126,0.214137,-0.062350,0.317026,-0.103321,0.000797,0.043970,-0.038783,0.035609,-0.239227,-0.067261,-0.077036,-0.015431,-0.000279,0.004440,0.011826,0.005505,0.000819,-0.043683,-0.007826,0.011327,0.013307,-0.009465,0.007952,-0.015540,0.013038,-0.003916,-0.005253,-0.003264,0.005998,0.003091,0.011607,0.004387,0.046530,0.012075,0.021391,0.011045,0.054775,0.003398,0.005970,0.015791,0.039508,0.005829,0.027183,0.029784,0.017120,0.125858,0.037222,0.025345,0.295745,0.002807,0.065199,0.695038,0.364354,0.383437,0.348220,0.277227,0.266484,0.242553,0.236175,0.231719,0.221965,0.212485,0.215050,0.227899,0.099316,0.089945,0.081191,0.063562,0.052515,0.053895,0.042583,0.044014,0.038636,0.039014,0.041815,0.037256,0.037057,0.032378,0.032998,0.033569,0.031050,0.029730,0.029026,0.024881,0.022742,0.022928,0.009338,0.004860,0.032533,0.012737,0.016553,0.012192,0.042262,0.005668,0.006814,0.013006,0.029523,0.006206,0.011516,pop
0.141814,0.044738,3.091093,0.284364,0.280177,1.096110,0.006680,0.253587,-23.434602,1.595331,0.002933,0.246254,0.265916,0.326711,0.108861,0.093652,-0.021509,-0.091854,0.024363,0.144482,0.128072,-0.154212,-0.010042,-0.021291,0.041224,-0.058178,0.022076,0.013063,-0.018222,-0.006363,-0.001293,-0.005014,0.006922,0.000540,-0.020104,0.022517,-0.007488,-0.004531,0.010163,-0.013047,-0.003239,0.009498,-0.002924,0.008486,0.003914,0.062567,0.008716,0.019635,0.009300,0.075850,0.002460,0.004725,0.010520,0.027901,0.003343,0.034204,0.072025,0.033795,0.239850,0.071078,0.028498,0.533427,0.003978,0.190790,1.463380,0.527113,0.464341,0.465779,0.321314,0.311748,0.292083,0.260560,0.270151,0.275866,0.251916,0.273571,0.238614,0.118539,0.111993,0.088077,0.089427,0.072278,0.053143,0.051084,0.052322,0.056935,0.045723,0.042862,0.044540,0.037083,0.042526,0.039450,0.037041,0.037956,0.032922,0.031244,0.030023,0.027119,0.028082,0.008707,0.006089,0.065179,0.010539,0.016319,0.010119,0.066034,0.004472,0.005966,0.012141,0.027834,0.004553,0.019306,pop
0.153656,0.031944,3.124807,0.305888,0.287195,1.188865,0.007084,0.294365,-24.997324,1.771530,0.298021,0.245085,0.211933,0.120781,-0.147221,-0.041218,-0.051378,-0.021642,0.114391,0.110130,0.118147,-0.130977,0.053298,-0.000971,0.006967,-0.013324,-0.018063,0.019960,-0.014720,-0.022006,-0.001151,-0.005100,-0.009417,0.024370,-0.032280,0.021460,-0.010016,-0.004905,0.007715,-0.001881,-0.000647,-0.004082,0.000515,0.006819,0.002986,0.059653,0.017390,0.025749,0.013661,0.050804,0.002417,0.006535,0.012540,0.036099,0.002718,0.035704,0.075059,0.034064,0.209778,0.070920,0.028052,0.684938,0.005889,0.218842,1.459975,0.584178,0.456794,0.396121,0.302336,0.291647,0.255085,0.249104,0.257020,0.276381,0.268673,0.271704,0.244395,0.116672,0.094367,0.067007,0.063619,0.051989,0.045511,0.041849,0.041205,0.044394,0.039444,0.036198,0.034927,0.033814,0.033828,0.032028,0.030250,0.031900,0.027520,0.025508,0.025297,0.022375,0.021177,0.007848,0.004271,0.065484,0.015612,0.028247,0.015378,0.048924,0.003975,0.008153,0.013130,0.038005,0.003866,0.018361,pop
0.126329,0.041927,3.204656,0.249078,0.252903,1.055146,0.003471,0.211760,-22.539364,1.612923,0.031894,0.042660,-0.003590,0.063174,-0.233799,-0.045456,0.142230,0.060543,0.174141,0.020798,0.089131,-0.168246,-0.035447,0.002984,-0.044234,-0.019924,0.009701,-0.010316,0.018106,-0.054480,0.027639,0.018210,-0.000820,0.019261,-0.006483,-0.007324,-0.000902,0.001084,0.002401,-0.000093,-0.000605,0.011122,-0.001989,0.008162,0.003634,0.071498,0.008718,0.014575,0.022885,0.053672,0.003821,0.007998,0.015409,0.028637,0.003970,0.030998,0.040528,0.014612,0.060885,0.041465,0.022516,0.346046,0.001550,0.112878,0.546861,0.364402,0.321669,0.258386,0.227344,0.235739,0.213486,0.198200,0.206581,0.225603,0.220306,0.221041,0.189161,0.083872,0.072670,0.057565,0.061423,0.046766,0.039675,0.042068,0.043428,0.041764,0.036483,0.035785,0.037431,0.034411,0.031496,0.032246,0.031219,0.027934,0.029437,0.030816,0.022729,0.022344,0.020641,0.007008,0.003796,0.035988,0.008508,0.011073,0.016269,0.035946,0.005278,0.007439,0.010558,0.017206,0.003355,0.010687,pop
0.127870,0.046825,3.104549,0.300708,0.304942,0.882524,0.006911,0.228488,-23.572418,2.043002,0.102346,0.382972,0.082924,0.058991,-0.219811,-0.041371,0.108712,-0.059378,0.019979,0.015005,0.020323,-0.240604,0.017610,-0.021123,0.033776,-0.010973,0.005408,-0.011639,0.018342,-0.064887,0.028463,-0.000422,0.020997,-0.012188,0.015017,-0.003356,0.004933,-0.003211,-0.000186,-0.005957,-0.000270,0.000619,0.005974,0.013905,0.002988,0.118847,0.007973,0.015989,0.009042,0.075759,0.002357,0.006134,0.008279,0.029517,0.006901,0.044429,0.066933,0.029082,0.191585,0.072891,0.025550,0.437400,0.004466,0.221465,1.043131,0.499356,0.503225,0.423941,0.327326,0.301950,0.304667,0.297068,0.316791,0.299636,0.277549,0.267199,0.231871,0.099899,0.118432,0.082246,0.088230,0.065814,0.055046,0.054078,0.050572,0.052208,0.047343,0.052160,0.042494,0.045040,0.047377,0.040375,0.040038,0.035859,0.032489,0.029667,0.026832,0.027080,0.027499,0.015954,0.004305,0.068144,0.009440,0.016707,0.009875,0.061714,0.004039,0.008186,0.009823,0.033908,0.010051,0.018224,pop
0.156202,0.050328,3.184765,0.277590,0.264962,1.228531,0.006204,0.267078,-22.673767,1.508659,-0.256095,0.222550,-0.156179,-0.064583,-0.167915,-0.132059,-0.143355,-0.075058,0.104503,0.054719,0.080378,-0.117121,-0.106958,0.037787,-0.022161,0.034598,-0.026004,-0.017348,-0.001181,-0.041300,0.010293,-0.023736,0.011638,0.010293,-0.021323,0.009817,0.000742,0.005588,0.001089,-0.005436,-0.000140,0.011853,-0.000377,0.009230,0.005137,0.023035,0.013366,0.020369,0.016967,0.048678,0.002695,0.010237,0.007891,0.033469,0.006818,0.023862,0.092448,0.037913,0.138672,0.084265,0.033824,0.546793,0.004298,0.208191,1.125642,0.559738,0.517372,0.492573,0.354061,0.324702,0.289149,0.293469,0.255719,0.249181,0.245825,0.247778,0.213043,0.131973,0.120256,0.102701,0.101035,0.071413,0.055877,0.054373,0.048745,0.047951,0.045861,0.039966,0.042084,0.037941,0.040175,0.038937,0.034476,0.035089,0.028529,0.027956,0.024721,0.024481,0.025870,0.012250,0.005983,0.023731,0.015427,0.020692,0.017218,0.044253,0.004010,0.011970,0.007536,0.036708,0.007965,0.013182,pop
0.179958,0.069039,3.158133,0.310372,0.282109,1.582308,0.004162,0.355675,-21.997937,0.978300,-0.127631,0.231398,0.085551,0.170978,-0.019636,0.094911,0.051343,0.055803,0.155906,0.124541,0.033568,-0.048794,-0.101955,-0.037873,0.012030,-0.048890,0.023609,-0.007402,0.005283,-0.024878,-0.003929,0.007553,-0.010886,0.021950,-0.021680,0.004151,0.010018,-0.006282,-0.001618,0.000863,0.012162,0.004698,-0.002855,0.009116,0.004722,0.040870,0.010470,0.016601,0.009487,0.058323,0.003272,0.007688,0.007435,0.020459,0.005762,0.024143,0.075340,0.038635,0.189492,0.067066,0.023299,0.551611,0.002462,0.211112,1.217448,0.471743,0.400833,0.357193,0.343293,0.283817,0.247604,0.256061,0.278079,0.296362,0.278929,0.242770,0.202044,0.111363,0.107878,0.086162,0.095596,0.086591,0.056102,0.054914,0.054842,0.051108,0.045090,0.046031,0.049024,0.043649,0.043076,0.039994,0.035702,0.033041,0.030963,0.026074,0.027324,0.024776,0.027593,0.010391,0.005538,0.038045,0.011834,0.016671,0.009547,0.046823,0.004490,0.009841,0.007569,0.017604,0.006305,0.013713,pop
0.187321,0.047891,3.102674,0.312718,0.273778,1.594337,0.003870,0.377190,-23.236941,1.028640,0.071321,0.242038,0.143093,0.172722,0.111855,0.134460,0.001890,-0.001294,0.093893,0.075951,0.054438,-0.043634,0.014508,-0.044067,0.030802,-0.040632,0.023888,-0.016333,-0.001189,-0.001083,-0.009006,-0.006954,0.009993,0.008421,-0.013490,0.008520,-0.003305,0.001314,0.002022,0.006670,0.002205,0.001581,-0.006053,0.008575,0.002882,0.053209,0.008529,0.011141,0.008168,0.073100,0.002054,0.004939,0.008731,0.029064,0.003517,0.028617,0.079704,0.045533,0.227281,0.067371,0.024790,0.641150,0.002871,0.209087,1.546195,0.482520,0.403633,0.349652,0.246102,0.293405,0.209737,0.237570,0.212454,0.210558,0.194604,0.190009,0.176808,0.106953,0.090986,0.084116,0.060813,0.058467,0.051263,0.040940,0.040095,0.033201,0.032942,0.032142,0.029710,0.027027,0.025263,0.024706,0.024289,0.021574,0.019441,0.019697,0.019908,0.019777,0.020028,0.007019,0.002825,0.045804,0.007671,0.008999,0.008274,0.060587,0.002170,0.005060,0.009894,0.026806,0.003291,0.017714,pop
0.141739,0.044736,3.096063,0.284265,0.280629,1.089535,0.006813,0.251667,-23.471777,1.590799,0.010134,0.258288,0.278140,0.326972,0.104386,0.090131,-0.026450,-0.081746,0.033687,0.146326,0.128992,-0.152677,-0.010731,-0.020882,0.040874,-0.057330,0.021254,0.013166,-0.017921,-0.006889,-0.000885,-0.005588,0.007429,0.000407,-0.020182,0.022742,-0.007869,-0.003840,0.008988,-0.012130,-0.003769,0.009793,-0.002847,0.008444,0.004076,0.062767,0.008580,0.019686,0.009186,0.076729,0.002630,0.004754,0.010320,0.028504,0.003296,0.034520,0.072463,0.033424,0.221808,0.070229,0.028544,0.530709,0.004501,0.188819,1.508927,0.531243,0.467005,0.475648,0.312214,0.294468,0.294675,0.266982,0.272943,0.275210,0.250392,0.270677,0.234270,0.118231,0.111650,0.089271,0.091782,0.071950,0.052924,0.051213,0.052314,0.057362,0.045907,0.044178,0.044966,0.037348,0.041897,0.038384,0.036950,0.037192,0.032689,0.031000,0.029971,0.026161,0.027605,0.008363,0.007531,0.065566,0.011057,0.015420,0.010854,0.067830,0.005271,0.005782,0.011658,0.027846,0.004294,0.019606,pop
0.177925,0.051684,3.083315,0.332138,0.296648,1.289173,0.007194,0.367629,-23.558992,1.758776,0.083666,0.297054,0.059608,0.111041,-0.073322,-0.070230,0.026771,-0.055902,0.005584,0.088670,0.085467,-0.154241,-0.004825,0.019312,0.014910,0.005681,-0.006221,0.002785,-0.016288,-0.037759,0.014616,-0.005760,-0.003925,0.000929,-0.006031,0.012903,-0.000719,-0.007563,0.005167,-0.012180,-0.001386,0.010456,-0.003901,0.012627,0.003890,0.050253,0.008974,0.020589,0.008178,0.054561,0.003245,0.007933,0.010884,0.029819,0.005383,0.028463,0.103165,0.041471,0.254504,0.099116,0.033410,0.713011,0.005008,0.290721,1.371524,0.620771,0.619263,0.458349,0.348858,0.338732,0.297045,0.289331,0.293446,0.274122,0.316055,0.301297,0.264702,0.127908,0.151592,0.093632,0.099554,0.072402,0.057357,0.059168,0.053831,0.056138,0.042494,0.044623,0.042261,0.045243,0.045132,0.043807,0.046167,0.042260,0.035757,0.031397,0.029158,0.026243,0.026996,0.016466,0.005232,0.047391,0.011856,0.023668,0.010519,0.045675,0.005340,0.010493,0.012188,0.037834,0.008650,0.015435,pop
0.144668,0.051978,3.110540,0.291313,0.284800,1.129244,0.006701,0.245296,-23.356428,1.421574,-0.060598,0.427271,0.195327,0.176532,-0.081259,0.043529,0.147082,0.072483,0.048787,0.055241,-0.004598,-0.131993,-0.043231,-0.040300,0.061320,-0.039282,0.010471,-0.005161,-0.008707,-0.039521,0.007844,0.017748,-0.014993,0.006738,0.005201,0.005725,0.001530,0.012798,-0.010124,0.001711,-0.001083,0.005393,0.000656,0.010434,0.003812,0.058649,0.005955,0.012655,0.007347,0.077104,0.003674,0.005064,0.015685,0.031575,0.007713,0.035008,0.072711,0.046647,0.242597,0.067327,0.023683,0.519624,0.004386,0.197723,1.328785,0.552004,0.574619,0.405154,0.292682,0.282451,0.264526,0.268901,0.286687,0.270501,0.233689,0.255770,0.208443,0.117662,0.139924,0.083799,0.087969,0.073969,0.057744,0.051940,0.057733,0.053114,0.047795,0.046303,0.040369,0.039976,0.040028,0.035923,0.034740,0.030336,0.028110,0.028550,0.027184,0.027926,0.028782,0.012528,0.004545,0.043346,0.007792,0.011942,0.009277,0.081997,0.006035,0.006689,0.020465,0.029026,0.011439,0.019648,pop
0.105823,0.042506,3.092552,0.257513,0.285338,0.596780,0.008459,0.166004,-24.404658,3.006530,0.202286,0.342401,0.097922,0.037925,-0.075659,-0.168784,-0.113400,-0.020371,0.017134,0.019948,0.005489,-0.368030,0.039249,0.069705,-0.037747,0.053926,-0.059306,0.030001,-0.030489,-0.006709,0.018306,-0.008953,-0.005770,0.025057,-0.007925,0.011350,-0.000576,0.006419,-0.014473,0.004008,-0.012284,0.018503,-0.006891,0.025597,0.002468,0.058231,0.013036,0.027849,0.015500,0.045721,0.001333,0.007684,0.015585,0.032593,0.005884,0.031801,0.075224,0.031079,0.213589,0.097753,0.040265,0.484594,0.006013,0.204429,1.486181,0.507516,0.407890,0.339604,0.307367,0.249166,0.285863,0.251213,0.257024,0.275764,0.268871,0.275194,0.229448,0.115685,0.099926,0.067779,0.073213,0.055546,0.042909,0.045917,0.044693,0.046693,0.038559,0.038937,0.043998,0.043382,0.042799,0.043477,0.038071,0.033490,0.032866,0.030125,0.025689,0.022945,0.021576,0.025793,0.002901,0.040800,0.017864,0.026454,0.016876,0.039425,0.002121,0.008946,0.013950,0.026536,0.007307,0.011546,pop
0.103624,0.046175,3.145125,0.223535,0.254049,0.799628,0.007352,0.169395,-23.361398,2.154549,-0.515853,0.390909,-0.181447,0.064993,-0.116514,-0.034048,0.179332,-0.063018,0.006069,0.018902,0.087919,-0.264581,-0.156084,0.025143,0.027039,0.020718,0.008212,-0.024960,-0.011241,-0.037245,0.006146,0.029476,0.000115,-0.006980,0.004846,0.005827,-0.012412,0.010336,-0.004949,-0.009530,-0.001580,0.022985,-0.004310,0.014073,0.005768,0.036395,0.012923,0.022849,0.009874,0.049839,0.003540,0.005852,0.010107,0.038621,0.011213,0.026113,0.052558,0.033622,0.173557,0.074903,0.042326,0.383204,0.004580,0.153359,1.084134,0.440438,0.500571,0.348261,0.284106,0.275688,0.267982,0.254381,0.289390,0.241450,0.228748,0.212821,0.203243,0.097854,0.122832,0.074891,0.084189,0.065109,0.055052,0.056459,0.044603,0.048333,0.040538,0.046149,0.040396,0.037494,0.034501,0.034896,0.032058,0.028961,0.030271,0.027455,0.027535,0.027766,0.027191,0.014352,0.007933,0.025537,0.012308,0.018618,0.009669,0.054119,0.005820,0.005702,0.009253,0.032375,0.012607,0.013636,pop
0.102033,0.030666,3.118030,0.239013,0.262960,0.865622,0.008081,0.176065,-23.654921,1.949347,0.174643,0.506563,0.034822,0.147699,-0.198667,-0.103343,-0.007088,-0.052852,0.035810,0.115923,0.084933,-0.237199,-0.020825,-0.028801,-0.007631,0.029663,-0.028043,0.021882,-0.014961,-0.039078,0.018229,-0.000773,-0.000972,0.005891,-0.012906,0.018733,-0.007983,0.007762,-0.003981,0.003631,-0.013326,0.012127,0.002990,0.018863,0.004601,0.056728,0.020225,0.020417,0.016473,0.064330,0.002282,0.005118,0.015732,0.031294,0.003641,0.032612,0.051458,0.022050,0.190469,0.068902,0.034465,0.461212,0.004988,0.145382,1.165603,0.538690,0.506995,0.355998,0.266101,0.257437,0.243312,0.285359,0.298962,0.277228,0.269109,0.246977,0.227270,0.103580,0.097389,0.067976,0.081315,0.067802,0.048135,0.046399,0.046355,0.045973,0.041004,0.044450,0.037922,0.038633,0.036717,0.038845,0.036035,0.032108,0.033690,0.025989,0.025515,0.025225,0.023185,0.019653,0.006569,0.045710,0.022142,0.017077,0.015752,0.063063,0.003828,0.006879,0.015005,0.028550,0.005040,0.014869,pop
0.121412,0.042737,3.122155,0.260863,0.273580,0.932440,0.006931,0.208672,-23.162165,1.891762,0.019009,0.389621,0.185085,0.101473,-0.124483,-0.000994,0.056656,0.156106,0.075820,0.032964,-0.016556,-0.217655,-0.031805,-0.001371,0.026992,-0.006622,-0.012620,0.019083,0.004168,-0.024883,0.007945,0.007801,-0.025910,0.016772,-0.000497,-0.007806,0.011577,0.006634,-0.005428,0.000764,-0.007148,0.008267,0.005727,0.012343,0.004555,0.036757,0.010332,0.020211,0.007732,0.072846,0.003715,0.007397,0.015890,0.037545,0.007483,0.029964,0.058003,0.029438,0.171219,0.069631,0.034984,0.470366,0.004598,0.176392,1.189815,0.472854,0.447471,0.374255,0.299773,0.282240,0.252947,0.248044,0.276899,0.273236,0.262061,0.264339,0.206625,0.123160,0.112368,0.076838,0.074438,0.060507,0.047783,0.045042,0.044032,0.044794,0.042563,0.047232,0.045401,0.040529,0.040132,0.038293,0.032454,0.035096,0.030029,0.027756,0.025916,0.024877,0.023696,0.011619,0.005789,0.028725,0.010786,0.018319,0.007945,0.067458,0.006540,0.009581,0.013755,0.028333,0.008475,0.016190,pop
0.111706,0.061161,3.129820,0.261174,0.280156,0.825975,0.007355,0.181298,-23.014260,1.999890,0.077502,0.392275,0.096606,0.092631,-0.062777,0.105247,0.009930,-0.032304,0.070794,0.206583,0.091186,-0.269182,-0.015672,-0.021604,0.025932,-0.010581,0.006147,-0.006779,0.026217,-0.038495,0.019364,-0.002558,0.001786,0.008488,-0.029606,0.035019,-0.004606,0.008219,0.000990,-0.005748,-0.001556,0.006312,0.005186,0.010226,0.004851,0.072497,0.009633,0.017944,0.024563,0.074826,0.002386,0.008134,0.009547,0.026070,0.006098,0.036875,0.056858,0.040365,0.177433,0.068251,0.030996,0.475510,0.004549,0.167743,1.141335,0.504044,0.499480,0.347109,0.307197,0.281627,0.279397,0.278756,0.290719,0.293994,0.301345,0.276240,0.251645,0.118832,0.117887,0.079629,0.085885,0.073367,0.055921,0.049697,0.055180,0.052891,0.049594,0.050135,0.045410,0.052331,0.049285,0.042445,0.045161,0.045750,0.041106,0.034121,0.031225,0.028763,0.027419,0.010499,0.008540,0.050604,0.013553,0.018132,0.031012,0.057083,0.004942,0.012248,0.012105,0.025679,0.009155,0.015210,pop
